,asin,related,title,price,salesRank,imUrl,brand,categories,description,rating,timestamp,imUrl_local,user
10,B00CFDUIE8,"{'also_viewed': ['B00CHZEW96', 'B00KAF22UG', 'B00CHZERSW', 'B00E9Y99M8', 'B00C7XQFN4', 'B00C7XNII4', 'B00CHZFAF6', 'B00KMOW44Y', 'B00E9D4THE', 'B00CHYG3YO', 'B00E9WVVA8', 'B00E9XGXZA', 'B00CHYG9L6', 'B00HQXPFSG', 'B00KAF1D92', 'B000E94C8S', 'B00CHYGDPS', 'B00HQXPKL8', 'B00HQXP9V4', 'B00E9DWXCM', 'B006JAFXNO', 'B00CHZF272', 'B00CHYG5ME', 'B00CHZF2XQ', 'B00062AUAW', 'B00062ATG2', 'B000K5HCOM', 'B00CFDUORY', 'B004W3KPTC', 'B00IKIS8US', 'B00I9N03SE', 'B001L0580A', 'B00CHYGATW', 'B00785P9OM', 'B004MB0TTA', 'B0006YZ33Y', 'B00C7XLEGW', 'B00CHYGDP8', 'B002FPHFW4', 'B00CHYG5RE', 'B00E9DP540', 'B00CHYG5T2', 'B00E9EC7VI', 'B004MB0U7G', 'B00DHG3ULA', 'B0078O63BG', 'B008L3TRX4', 'B00E9WNA34', 'B00CHZF3MG', 'B00CFDOZF6', 'B00CHYGB2I', 'B00EA09WAA', 'B007Y825CW', 'B000P82QVI', 'B007Y81XWU', 'B00182L6JI', 'B00E7YV09U', 'B00CFDUO4W']}",Randolph Men's Concordes Sunglasses,116.21,{'Clothing': 49871},http://ecx.images-amazon.com/images/I/31yBwq7b6TL._SX342_.jpg,Randolph,Clothing Men,,5.0,1397952000.0,B00CFDUIE8_31yBwq7b6TL._SX342_.jpg,USER568134890
11,B004XIZCTO,"{'also_viewed': ['B00BFHZ4XU', 'B0047RVSW6', 'B0053D8VPA', 'B00L6PSBVS', 'B00KTAK7EA', 'B00BTHBGCO', 'B00C7FG6TA', 'B00HJA9GFE', 'B00FIK4UBC', 'B00F9CHQXS', 'B007K6ATQM', 'B00HX2FWVA', 'B002QNQJZ4', 'B008EEZNNI', 'B00441KMWM', 'B000NQV5QO', 'B005OA4TVW', 'B00EZG57KI', 'B00GEH6K2K']}",Black &amp; White Music Note Unisex Trifold Wallet,4.99,{'Clothing': 242281},http://ecx.images-amazon.com/images/I/514rbktIwML._SX342_.jpg,,Clothing Men,,5.0,1341273600.0,B004XIZCTO_514rbktIwML._SX342_.jpg,USER167791189
12,B000MQQ7WW,"{'also_viewed': ['B004A7YLN6', 'B00JT0EIVO', 'B00FJ1TT66', 'B004R97KOO', 'B00LECPE8Q', 'B00D7UY9VQ', 'B000T2N7P4', 'B0072DEKP4', 'B002JIO2L4', 'B00HYPL2GU', 'B00KZL395C', 'B0088EYPJM', 'B00C71MVHU', 'B00BRSVZ12', 'B00AP7JM66', 'B00BT0KJ88', 'B007BD79EO', 'B003ZVPMFY', 'B003Z6PDVW', 'B0063NKYB8', 'B00BTX7QIQ', 'B004A7YLMW', 'B008PIJQV8', 'B00IMPVYZA', 'B00KTO4TU4', 'B00I2YTUS4', 'B0096GO1MW', 'B002EL2WQI', 'B00H5CYSBI', 'B00HX45DSA', 'B0007KKYV8', 'B000UZ9YQG', 'B0095Y1PWE', 'B00CGURK46', 'B0037W6ZY8', 'B0024YZFKU', 'B005W18A5O', 'B0091CVXQI', 'B00HIOIJ7M', 'B001MAAGX8', 'B00BXOBI1M', 'B003GXFTUE', 'B0072DEOFA', 'B004M6W4IO', 'B00422M6E0', 'B00B5EDXM2', 'B00385XLNM', 'B00JOTTZC2', 'B003Z6PDWQ', 'B003OQTPZ8', 'B004C4SUKW', 'B0014ZZ3O8', 'B0057AHJ5W', 'B00GV3IF0C', 'B00422MCUS', 'B002EQ95KE', 'B005W18A54', 'B00D8HB8R6']}",MOGA High Quality Simple Bifold Style - 91160,11.5,{'Clothing': 517280},http://ecx.images-amazon.com/images/I/411%2BW%2BbwVFL._SX342_.jpg,,Clothing Men,,5.0,1394928000.0,B000MQQ7WW_411%2BW%2BbwVFL._SX342_.jpg,USER878671728
13,B003ZF2EV0,"{'also_viewed': ['B002ECF1Q0', 'B002ECF17E', 'B003XWFL0Q', 'B00940H43S', 'B00C8T5WRC', 'B00EFW7S54', 'B009PPV4HE', 'B009PY6FWO', 'B00C8T1INY', 'B00G9E5OV6', 'B002ECF1GU', 'B004LB8J3O', 'B002ECF1S8', 'B00CE4BDZG', 'B00EFW7O0S', 'B009PY6L78', 'B002ECF1RO', 'B003XW8NO2', 'B00J4PZV9W', 'B002ZEN9R0', 'B002HIFP44', 'B00LPSGN66', 'B00C8WUR3I', 'B00FXMNXFY', 'B00C8TDVOI', 'B00ERGOIR4', 'B00FXMNXHM', 'B003U2O81W', 'B00LPSGMA8', 'B00A3S9T06', 'B00J6813XK', 'B00CE4BDWO', 'B00EFW7PZW', 'B00EFW7PKM', 'B004WTHH2E', 'B0050NZLWE', 'B00LPSGQEK', 'B00K21RBWW', 'B00G5DVGOA', 'B00A3S9U6Y', 'B00J6813J4', 'B00E80DA2S', 'B008Z9AIQ4', 'B00B4LT2EY', 'B00LDXF0O4', 'B002ECF1RE', 'B00LPSI1RU', 'B00LPXM1QM', 'B0014F9ITY', 'B00FXMNLVU', 'B00CE4B8N8', 'B00LPSFMWW', 'B00LPSGU6Y', 'B00AFEJ3W2']}",Kipling BP2004 Ridge Backpack Black,69.99,{'Clothing': 797428},http://ecx.images-amazon.com/images/I/41xdF8goi9L._SX342_.jpg,Ridge,Clothing Men,,4.0,1326067200.0,B003ZF2EV0_41xdF8goi9L._SX342_.jpg,USER152232588
14,B004SPGKMA,,Biker Wallet - Stamped Horse Head/Horseshoe Rivets,13.99,{'Clothing': 1953764},http://ecx.images-amazon.com/images/I/51riroxLsQL._SX342_.jpg,,Clothing Men,,5.0,1381190400.0,B004SPGKMA_51riroxLsQL._SX342_.jpg,USER494310418
15,B0076PX9ZK,"{'also_bought': ['B00CBPAD18', 'B009Z0PYIO', 'B007IOG7VW', 'B0030YT7ZW', 'B004RWTS00', 'B008OKJGIU', 'B004RSYF84'], 'also_viewed': ['B0006DQ2IK', 'B005Y64U38', 'B00GNIJJKK', 'B006LMECP0', 'B005662WTA', 'B007EHNRM0', 'B004TFIR52', 'B0030YT7ZW', 'B008M714BM', 'B004U89E96', 'B003Z6OMAU', 'B0083R04QC', 'B0070D9R8G', 'B007IOG7VW', 'B000WNTIB2', 'B00I50UMQY', 'B00K9PAL96', 'B00H07ZY0W', 'B005Y5U1PK', 'B008OK18RW', 'B0041EN6FC', 'B009Z0PYIO', 'B000BT3N6S'], 'bought_together': ['B007IOG7VW', 'B0030YT7ZW']}",Ribbed RYG Bottom Striped Rasta Inspired Short Beanie (Black with RYG Stripes),15.95,{'Clothing': 90841},http://ecx.images-amazon.com/images/I/41rRH5OCvRL._SX342_.jpg,N.Y.E. Beanies,Clothing Men,,5.0,1395792000.0,B0076PX9ZK_41rRH5OCvRL._SX342_.jpg,USER767806191
16,B00B2X1ZYE,"{'also_viewed': ['B00774HBSQ', 'B0076S9MIK', 'B000UFMU9Y', 'B0013EDDVU', 'B003H8JP0S', 'B0018TIUOK', 'B00553GZM4', 'B00553MCEY', 'B00G6NBXSI', 'B0082C3MVM', 'B006W1ENEA', 'B000N25Y2O', 'B007G14HFA', 'B000OBTDXK', 'B006XLS6GK', 'B002I6HNJK', 'B006QT1FFS', 'B00DEUUBF2', 'B00817SQ6O', 'B00IS4Q0OK', 'B00B18VX38', 'B00KKXKRLY', 'B00FA1299E', 'B005IW2K2G', 'B00J5AJ0K2', 'B00BDB8GBK', 'B005KLKQAS', 'B00E0THIUM', 'B004BH1ASO', 'B005EO8BFS', 'B008100W1I', 'B003CWUTLS', 'B000PQKYRI', 'B00C1430P0', 'B006MI05O0', 'B006KWZF84', 'B000632SPG', 'B00553MENS', 'B000QY9N7G', 'B003EHM4QE', 'B00807FKEQ', 'B006MI06Y4', 'B002EZN4KC', 'B0070QLQ2S', 'B0033DI8DC', 'B002B96P5C', 'B0080YPZIA', 'B000FFDDKY', 'B0013EIIVK', 'B006MI04RI', 'B008ZU6WWC', 'B005O37A1U', 'B005EO8AV8', 'B00F14H9UY', 'B00I849CE0', 'B003R512DO', 'B00FKWUDSW', 'B005LV4DEW', 'B00G4F4ET8']}",Flexfit Hat 6777 Athletic Mesh Baseball Cap,16.95,{'Clothing': 735019},http://ecx.images-amazon.com/images/I/41tpVlmuPAL._SX342_.jpg,,Clothing Men,,5.0,1395273600.0,B00B2X1ZYE_41tpVlmuPAL._SX342_.jpg,USER954866494
17,B00H22Q472,"{'also_bought': ['B00DZYRJH0', 'B00I7L8PD8', 'B00K1XOB2E', 'B00J0AZKH4', 'B004SSEF56', 'B00BWBHEA0', 'B001NQKH76', 'B00FZ193O8', 'B00B3P26N0', 'B007R47BN6', 'B00367A6NA', 'B001NQIQAG', 'B00FUH86DQ', 'B001GN0XDO', 'B00AF1VKR6', 'B00BJRRJ0C', 'B004RVSQX6', 'B001NQQ9WI', 'B00407WNE0', 'B00B3P26US', 'B007303RB4', 'B000EAIERW', 'B001AWU6KQ', 'B00042LC9M', 'B00651CLCS', 'B0013916XW', 'B000WJ64O0', 'B000F285EG', 'B001CF1A7O', 'B00FXIFBLC', 'B0013935FY', 'B00BLQW1QS', 'B00651BYGM', 'B003CG9QFY'], 'also_viewed': ['B00K1XOB2E', 'B00DZYRJH0', 'B00I7L8PD8', 'B00FZ193O8', 'B00B1I1WEI', 'B00J0AZKH4', 'B00JV23OKG', 'B00IEEHM0A', 'B00D4T5PD6', 'B00BWBHEA0', 'B00JV04KDI', 'B00DY82P1C', 'B00JVR949Q', 'B00B3P26N0', 'B00J0AU344', 'B00JV2PS50', 'B007R47BN6', 'B0072Y2IP2', 'B00KQ5QA7Q', 'B007303RB4', 'B00ARQAESK', 'B00367A6NA', 'B00KDLPZ3I', 'B004SSEF56', 'B00KO2F2S4', 'B00L2BR6BW', 'B00HS520LC', 'B00H8QAPCC', 'B00J0CTRNU', 'B00HBLLRIA', 'B00IDHMG90', 'B00K1XOWIW', 'B006IC5R7K', 'B001NQIQAG', 'B00HBLJC50', 'B0050060MW', 'B00LGZPW10', 'B00KDLN8WI', 'B00J5KZ6E6', 'B00C28V03O', 'B00J0D9D4M', 'B00GP16OUI', 'B00JXK96SK', 'B00KDLTY26', 'B000WJ64O0', 'B00KWHKK1A', 'B005Q11JV2', 'B00EF3YOZ0', 'B00FUH86DQ', 'B0014H6AA2', 'B00H8QADVA', 'B004WE8OPS', 'B00B7R3GX8', 'B00GNAWKZY', 'B004RVSQX6', 'B007NQMNUY', 'B00AF1VKR6'], 'bought_together': ['B00DZYRJH0', 'B00I7L8PD8', 'B00B3P26N0', 'B00J0AZKH4']}",No Road No Problem Jeep - Tee Shirt Gildan Softstyle,16.99,{'Clothing': 57502},http://ecx.images-amazon.com/images/I/41diXA7WEYL._SX342_.jpg,,Clothing Men,,5.0,1405036800.0,B00H22Q472_41diXA7WEYL._SX342_.jpg,USER815421704
18,B000HGSI9W,"{'also_bought': ['B00CRMM4W6', 'B00IXQCHRC', 'B000JJK5KW', 'B000HGOEFO', 'B0006B7Y16', 'B001UQ6ZPW', 'B00B4WT108', 'B000JJK5H0'], 'also_viewed': ['B00D8V7I0S', 'B008VOLWFO', 'B000JJK5H0', 'B000HGOEFO', 'B00BXEEFBW', 'B001FOR4PY', 'B000JJK5KW', 'B00CRMM4W6', 'B005JWGV70', 'B00BXEEHB0', 'B0006B7Y16', 'B009AQX4I0', 'B001FOR4TU', 'B00IXQCHRC', 'B00AA02L3E', 'B00452UY8M', 'B00CMY78AM', 'B00IEJJLS6', 'B00IEK9XOW', 'B0066AO9X2', 'B009AQX5MK', 'B00CXXG6SW', 'B00D3T49VG', 'B00BXEEG7K', 'B00D8V7H04', 'B00CQ8GXVO', 'B008VOLWE0', 'B00243FUQ0', 'B00BXEEFBM', 'B00HVL4NC2', 'B00CUOXVI2', 'B0018IEUWC', 'B00KGH38KQ', 'B00737G77I', 'B0018IMM8Q', 'B00D8V7K10', 'B00736SNY4', 'B00HVL3NTG', 'B000HGOE4U', 'B00D8V7H18', 'B009ZD97FW', 'B0073HSVJA', 'B00BXEEF94', 'B000BYOUKG', 'B001UQ6ZPW', 'B00I1QJ9DY', 'B00IN60FO4', 'B00IEK4PTA', 'B00FXA6FYW', 'B006ICVBKW', 'B00GT2X6L8', 'B000H96BGQ', 'B000HGUJVW', 'B0064KTW7C', 'B00CLV3HH4', 'B00131L0QS', 'B0064KTW8Q', 'B0034RO6D8', 'B00D8V7H36'], 'bought_together': ['B00CRMM4W6', 'B000JJK5KW', 'B000HGOEFO', 'B001UQ6ZPW']}",Croc Embossed BURGUNDY Bonded Leather Belt Gold-Tone Buckle Regular,14.95,{'Clothing': 195671},http://ecx.images-amazon.com/images/I/41oJPGSLOcL._SX342_.jpg,,Clothing Men,,4.0,1381968000.0,B000HGSI9W_41oJPGSLOcL._SX342_.jpg,USER408972019
19,B00CU50QHA,"{'also_viewed': ['B00B1O0HNY', 'B00D12TI70', 'B00APY62Q2', 'B00ASZ8N8S', 'B00GP8D7RE', 'B00KA4Q7VW', 'B00JL30S5Y', 'B00AYRQEIQ', 'B00J5YVN8A', 'B00B30H0QI', 'B00JRUMQJW', 'B0000639E0', 'B00D5VF7KE', 'B00BG46DFU', 'B0011EIHN6', 'B00H9XPECK', 'B008O25KYM', 'B005412V70', 'B000767QTA', 'B00J2KQTIQ', 'B004TOS4UG', 'B001AACIGS', 'B00IPYQV1U', 'B00E90KP5W', 'B003Y3ARSU', 'B00GS1DM2S']}",9cos Japanese Anime EVA Asuka Langley Soryu Hat/peaked Cap,25.99,{'Clothing': 546973},http://ecx.images-amazon.com/images/I/31lMENlIctL._SX342_.jpg,,Clothing Men,,5.0,1374192000.0,B00CU50QHA_31lMENlIctL._SX342_.jpg,USER802428520
